"dates","NASDAQ 100","S&P 500","Hang Seng Index","FTSE 100","Dow Jones Industrial Average","DAX Performance-Index","Russell 2000","CAC 40","Ibovespa","SSE Composite Index","Nikkei 225"
2000-01-04,3546.199951,1399.420044,17072.820313,6665.899902,10997.929688,6586.950195,478.380005,5672.02002,15851,1406.370972,19002.859375
2000-01-05,3507.310059,1402.109985,15846.719727,6535.899902,11122.650391,6502.069824,478.829987,5479.700195,16245,1409.682007,18542.550781
2000-01-06,3340.810059,1403.449951,15153.230469,6447.200195,11253.259766,6474.919922,475.339996,5450.109863,16107,1463.942017,18168.269531
2000-01-07,3529.600098,1441.469971,15405.629883,6504.799805,11522.55957,6780.959961,488.309998,5539.609863,16309,1516.604004,18193.410156
2000-01-11,3544.350098,1438.560059,15862.099609,6518.899902,11511.080078,6891.25,492.609985,5613.899902,16573,1479.781006,18850.919922
2000-01-12,3478.139893,1432.25,15714.200195,6532.799805,11551.099609,6912.810059,490.040009,5582.5,16617,1438.02002,18677.419922
2000-01-13,3612.080078,1449.680054,15633.959961,6531.5,11582.429688,6955.97998,501.190002,5633.240234,17298,1424.442017,18833.289063
2000-01-14,3704.73999,1465.150024,15542.230469,6658.200195,11722.980469,7173.220215,507.559998,5787.439941,17658,1408.848022,18956.550781
2000-01-18,3757.780029,1455.140015,15789.200195,6504.600098,11560.719727,7072.120117,513.460022,5672.950195,17903,1426.623047,19196.570313
2000-01-19,3790.889893,1455.900024,15275.339844,6445.5,11489.360352,7091.040039,520.02002,5649.459961,17470,1440.723999,18897.75
2000-01-20,3841.73999,1445.569946,15215.30957,6348.700195,11351.299805,7112.660156,527.280029,5709.740234,17177,1466.863037,19008.009766
2000-01-21,3849.959961,1441.359985,15108.410156,6346.299805,11251.709961,6992.75,533.940002,5681.319824,17034,1465.084961,18878.089844
2000-01-24,3660.959961,1401.530029,15167.549805,6379.799805,11008.169922,6931.990234,522.950012,5690.859863,16972,1477.343994,19056.710938
2000-01-26,3621.209961,1404.089966,15427.719727,6375.600098,11032.990234,6969.370117,521.039978,5646.319824,17105,1481.116943,19111.189453
2000-01-27,3593.149902,1398.560059,15917.80957,6441,11028.019531,7126.129883,517.02002,5688.350098,17081,1506.766968,19209.720703
2000-01-28,3446.129883,1360.160034,16185.94043,6375.600098,10738.870117,7066.600098,504.619995,5731.049805,16734,1534.996948,19434.779297
2000-02-14,3986.129883,1389.939941,17188.960938,6068.600098,10519.839844,7644.799805,539.940002,6268.319824,17819,1673.942993,19556.460938
2000-02-15,3997.030029,1402.050049,16688.160156,6005.200195,10718.089844,7396.129883,540.23999,6092.629883,17921,1670.670044,19367.830078
2000-02-16,3997.969971,1387.670044,17043.390625,6147.399902,10561.410156,7490.319824,547.76001,6046.27002,18112,1693.109009,19599.179688
2000-02-17,4125.379883,1388.26001,16981.230469,6209.299805,10514.570313,7580.529785,558.419983,6154.959961,17979,1640.649048,19791.400391
2000-02-18,3965.75,1346.089966,16599.160156,6165,10219.519531,7573.779785,545.679993,6062.720215,17625,1668.090942,19789.029297
2000-02-22,3969.129883,1352.170044,16255.169922,6014.700195,10304.839844,7607.939941,540.950012,5963.310059,17489,1632.293945,19390.580078
2000-02-23,4170.089844,1360.689941,16376.790039,6144.100098,10225.730469,7698.970215,549.909973,6031.25,17833,1594.930054,19519.550781
2000-02-24,4253.049805,1353.430054,17058.660156,6086.700195,10092.629883,7640.529785,554.039978,6078.779785,17776,1634.30896,19571.439453
2000-02-25,4178.580078,1333.359985,17200.980469,6198,9862.120117,7738.680176,556.73999,6188.640137,17787,1631.57605,19817.880859
2000-02-28,4162.129883,1348.050049,16984.439453,6099.600098,10038.650391,7587.129883,557.679993,6102.72998,17543,1704.85498,19720.099609
2000-02-29,4266.939941,1366.420044,17169.439453,6232.600098,10128.30957,7644.549805,577.710022,6190.959961,17660,1714.578003,19959.519531
2000-03-01,4309.009766,1379.189941,16843.589844,6364.899902,10137.929688,7727.930176,588.349976,6256.319824,17953,1704.85498,20081.669922
2000-03-02,4234.259766,1381.76001,16936.810547,6432.100098,10164.919922,7945.77002,584.039978,6477.549805,18016,1713.014038,20065.109375
2000-03-03,4442.870117,1409.170044,17285.240234,6487.5,10367.200195,7960.029785,597.880005,6514.109863,18632,1738.020996,19927.539063
2000-03-08,4445.680176,1366.699951,17951.429688,6411.200195,9856.530273,7987,594.679993,6344.970215,18283,1726.032959,19766.800781
2000-03-09,4586.259766,1401.689941,17637.029297,6532.100098,10010.730469,7949.149902,606.049988,6423.430176,18650,1732.345947,19662.330078
2000-03-10,4587.160156,1395.069946,17831.859375,6568.700195,9928.820313,7975.950195,603.809998,6510.279785,18280,1705.04895,19750.400391
2000-03-13,4426.799805,1383.619995,17096.679688,6466.899902,9947.129883,7693.850098,590.140015,6336.930176,17595,1728.886963,19189.929688
2000-03-14,4226.990234,1359.150024,16929.160156,6487.100098,9811.240234,7650.049805,572.98999,6350.350098,17222,1685.347046,19141.839844
2000-03-15,4130.009766,1392.140015,16747.199219,6447,10131.410156,7414.459961,558.869995,6188.939941,17382,1681.470947,19078.599609
2000-03-16,4353.330078,1458.469971,16359,6557.299805,10630.599609,7583.959961,574.23999,6258.529785,17642,1607.526978,19253.230469
2000-03-17,4440.450195,1464.469971,17082.990234,6558,10595.230469,7710.919922,574.77002,6304.279785,17511,1658.600952,19566.320313
2000-03-21,4449.330078,1493.869995,17199.980469,6617.899902,10907.339844,7807.930176,552.789978,6320.870117,18343,1710.323975,19602.359375
2000-03-22,4596.810059,1500.640015,17547.039063,6609.600098,10866.700195,7798.620117,571.190002,6279.290039,18314,1720.446045,19733.589844
2000-03-23,4660.620117,1527.349976,17715.580078,6594.600098,11119.860352,7694.779785,573.789978,6268.310059,18331,1747.240967,19704.599609
2000-03-24,4691.609863,1527.459961,17784.570313,6738.5,11112.719727,7932.419922,574.01001,6364.259766,18675,1730.499023,19958.080078
2000-03-27,4704.72998,1523.859985,18292.859375,6687.200195,11025.849609,7892.490234,573.650024,6450.850098,18951,1775.91394,20281.029297
2000-03-28,4583.390137,1507.72998,18301.689453,6650.100098,10936.110352,7931.930176,559.039978,6524.299805,18338,1791.44104,20374.339844
2000-03-29,4413.919922,1508.52002,18096.369141,6598.799805,11018.719727,7864.759766,543,6505.47998,18053,1788.807007,20706.650391
2000-03-30,4250.189941,1487.920044,17467.150391,6445.200195,10980.25,7644.890137,531.570007,6313.819824,17647,1810.984009,20441.5
2000-03-31,4397.839844,1498.579956,17406.539063,6540.200195,10921.919922,7599.390137,539.090027,6286.049805,17820,1800.224976,20337.320313
2000-04-03,4077.02002,1505.969971,16892.929688,6462.100098,11221.929688,7429.220215,516.039978,6130.27002,17245,1801.003052,20726.990234
2000-04-05,4030.26001,1487.369995,16318.44043,6379.299805,11033.919922,7330.77002,518.039978,6036.939941,16714,1771.198975,20462.769531
2000-04-06,4086.72998,1501.339966,16491.390625,6451.100098,11114.269531,7446.209961,532.5,6224.02002,17146,1809.140991,20223.609375
2000-04-07,4291.529785,1516.349976,16941.679688,6569.899902,11111.480469,7522.200195,542.98999,6308.040039,17514,1819.895996,20252.810547
2000-04-10,3998.26001,1504.459961,16850.740234,6533.399902,11186.55957,7516.950195,518.659973,6364.899902,16783,1826.061035,20619.060547
2000-04-11,3909.209961,1500.589966,16487.660156,6379.200195,11287.080078,7442.660156,510.130005,6261.419922,16539,1821.17395,20522.519531
2000-04-12,3633.629883,1467.170044,16577.089844,6350.799805,11125.129883,7443.069824,493.440002,6238.700195,16323,1807.328003,20833.210938
2000-04-13,3553.810059,1440.51001,16352.55957,6357,10923.549805,7449.060059,489.220001,6264.339844,15501,1831.547974,20526.419922
2000-04-14,3207.959961,1356.560059,16142.759766,6178.100098,10305.769531,7214.830078,453.720001,6065.709961,14794,1833.665039,20434.679688
2000-04-17,3529.449951,1401.439941,14762.370117,5994.600098,10582.509766,7187.140137,459.26001,6060.540039,14816,1795.057983,19008.640625
2000-04-18,3715.810059,1441.609985,15278.320313,6074,10767.419922,7196.490234,486.089996,6147.439941,15408,1813.494995,18969.519531
2000-04-19,3583.070068,1427.469971,15427.200195,6184.899902,10674.959961,7216.709961,486.230011,6166.459961,14926,1828.709961,19086.619141
2000-04-20,3505.290039,1434.540039,15367.139648,6241.200195,10844.049805,7157.950195,481.839996,6234.509766,15203,1847.026978,18959.320313
2000-04-25,3621.560059,1477.439941,15380.009766,6283,11124.820313,7280.509766,489.029999,6320.290039,15401,1833.468994,18272.330078
2000-04-26,3505.709961,1460.98999,15227.389648,6256.5,10945.5,7388.549805,484.23999,6390.870117,15446,1832.779053,18134.310547
2000-04-27,3692.570068,1464.920044,15192.870117,6179.299805,10888.099609,7221.740234,494.579987,6247.859863,15440,1806.829956,18019.169922
2000-04-28,3773.179932,1452.430054,15519.299805,6327.399902,10733.910156,7414.680176,506.25,6419.720215,15538,1836.321045,17973.699219
2000-05-08,3521.600098,1424.170044,14901,6216.299805,10603.629883,7408.089844,500.079987,6514.419922,14891,1836.636963,18199.960938
2000-05-09,3445.26001,1412.140015,14776.900391,6123.799805,10536.75,7280.540039,490.859985,6369.609863,14582,1806.637939,17844.539063
2000-05-10,3244.72998,1383.050049,14492.919922,6100.700195,10367.780273,7120.859863,474.279999,6263.339844,14434,1752.688965,17701.470703
2000-05-12,3406.25,1420.959961,15111.94043,6283.5,10609.370117,7269.279785,490.940002,6449.27002,14459,1720.608032,17357.859375
2000-05-15,3512.110107,1452.359985,14881.299805,6247.700195,10807.780273,7195.149902,497.809998,6392.27002,15056,1704.587036,17313.689453
2000-05-16,3646.889893,1466.040039,15160.290039,6318.399902,10934.570313,7371.060059,505.980011,6557.390137,15360,1724.537964,17551.25
2000-05-17,3550.5,1447.800049,14827.80957,6196.200195,10769.740234,7211.509766,499.660004,6453.049805,14871,1725.397949,17404.029297
2000-05-18,3426.350098,1437.209961,14322.599609,6233,10777.280273,7181.580078,490.950012,6451.970215,14627,1758.536987,17031.630859
2000-05-19,3260.639893,1406.949951,14478.259766,6045.399902,10626.849609,6989.029785,479.700012,6196.049805,14327,1777.828003,16858.169922
2000-05-22,3264.709961,1400.719971,14140.730469,6035.5,10542.549805,6912.959961,471.670013,6094.169922,13891,1824.735962,16386.009766
2000-05-23,3023.419922,1373.859985,14257.179688,6086.799805,10422.269531,6927.689941,459.01001,6148.560059,13587,1832.074951,16318.730469
2000-05-24,3180.310059,1399.050049,13933.980469,6118.600098,10535.349609,6834.879883,461.73999,6027.100098,14166,1855.493042,16044.44043
2000-05-25,3099.280029,1381.52002,13921.05957,6231.100098,10323.919922,6978.870117,456.170013,6129.660156,14186,1880.703979,16247.820313
2000-05-26,3101.439941,1378.02002,13722.700195,6216.899902,10299.240234,6938.330078,457.369995,6129.149902,14542,1879.616943,16008.139648
2000-05-30,3414.030029,1422.449951,13990.900391,6359.600098,10527.129883,7119.259766,476.700012,6325.490234,15249,1877.470947,16228.900391
2000-05-31,3324.080078,1420.599976,14713.860352,6359.399902,10522.330078,7109.669922,476.179993,6426.259766,14957,1894.553955,16332.450195
2000-06-01,3518.97998,1448.810059,14941.19043,6470.5,10652.200195,7272.759766,492.470001,6599.709961,15450,1903.488037,16694.300781
2000-06-02,3755.669922,1477.26001,15284.099609,6626.399902,10794.759766,7438.950195,513.030029,6673.52002,16222,1916.25,16800.060547
2000-06-05,3730.310059,1467.630005,15861.679688,6546.700195,10815.299805,7408.02002,513.299988,6656.259766,16023,1899.092041,17201.789063
2000-06-07,3736.01001,1471.359985,15900.05957,6503.799805,10812.860352,7292.97998,516.539978,6498.5,16272,1935.031006,17144.960938
2000-06-08,3707.310059,1461.670044,15876.929688,6496.600098,10668.719727,7243.129883,514.539978,6523.660156,16399,1925.206055,17004.339844
2000-06-09,3760.26001,1456.949951,16120.259766,6443.799805,10614.05957,7254.529785,523.059998,6549.049805,16342,1900.786987,16861.910156
2000-06-13,3765.810059,1469.439941,15692.94043,6447.100098,10621.839844,7268.910156,513.75,6532.839844,16354,1938.67395,16914.949219
2000-06-14,3677.48999,1470.540039,15857.070313,6536.299805,10687.950195,7350.939941,509.670013,6608.100098,16366,1932.290039,16654.419922
2000-06-15,3752.01001,1478.72998,16080.339844,6490.799805,10714.820313,7328.620117,512.25,6512.97998,16561,1942.285034,16338.700195
2000-06-16,3787.360107,1464.459961,16434.380859,6526,10449.299805,7131.399902,513.73999,6456.259766,16425,1926.94397,16318.30957
2000-06-19,3933.699951,1486,16267.469727,6490.200195,10557.839844,7198.799805,522.789978,6505.160156,16850,1915.204956,16591.349609
2000-06-20,3933.830078,1475.949951,16086.740234,6526.899902,10435.160156,7227.27002,525.690002,6554.919922,16844,1895.348022,16907.550781
2000-06-21,3970,1479.130005,16238.139648,6477.799805,10497.740234,7100.089844,527.609985,6490.759766,17254,1913.130981,17210.080078
2000-06-23,3685.300049,1441.47998,15738.080078,6391.5,10404.75,6980.410156,510.410004,6545.350098,16977,1939.626953,16963.210938
2000-06-26,3771.449951,1455.310059,15978.910156,6405.200195,10542.990234,7027.189941,516.359985,6586.259766,16745,1948.639038,16925.400391
2000-06-27,3699,1450.550049,16155.769531,6375.299805,10504.459961,7048.959961,508.079987,6568.089844,16512,1942.897949,17279.060547
2000-06-28,3771.060059,1454.819946,16438.419922,6313.5,10527.790039,7056.049805,520.98999,6607.959961,16842,1947.781006,17370.169922
2000-06-29,3665.830078,1442.390015,16286.799805,6239,10398.040039,6874.540039,512.580017,6400.819824,16407,1937.260986,17475.900391
2000-06-30,3763.790039,1454.599976,16155.780273,6312.700195,10447.889648,6898.209961,517.22998,6446.540039,16728,1928.105957,17411.050781
2000-07-03,3804.780029,1469.540039,16124.969727,6470.399902,10560.669922,6958.959961,524.039978,6508.470215,17089,1895.636963,17614.660156
2000-07-05,3649.800049,1446.22998,16474.269531,6382.5,10483.599609,6961.72998,518.25,6462.700195,17135,1909.187012,17435.949219
2000-07-06,3793.47998,1456.670044,16489.589844,6419.600098,10481.469727,6951.089844,523.320007,6453.970215,17348,1902.552002,17282.369141
2000-07-07,3841.27002,1478.900024,16829.960938,6497.5,10635.980469,7052.220215,528.219971,6565.970215,17599,1932.791992,17398.240234
2000-07-10,3772.199951,1475.619995,17238.669922,6466.200195,10646.580078,7070.819824,530.830017,6487.419922,17472,1948.020996,17572.679688
2000-07-11,3744.530029,1480.880005,17359.660156,6475.799805,10727.19043,7003.97998,529.73999,6490.350098,16881,1960.541016,17504.359375
2000-07-12,3901.120117,1492.920044,17552.259766,6518.5,10783.759766,7065.970215,540.25,6536.509766,17053,1973.374023,17342.130859
2000-07-13,3956.669922,1495.839966,17449.5,6475.700195,10788.709961,7195.990234,542.76001,6570.359863,16444,1979.20105,17036.900391
2000-07-17,4061.879883,1510.48999,17834.779297,6525.5,10804.269531,7430.700195,545.179993,6619.25,17388,1982.479004,17286.830078
2000-07-18,3960.959961,1493.73999,17440.830078,6450.5,10739.919922,7406.910156,536.280029,6514.540039,17369,1993.985962,16945.070313
2000-07-19,3843.97998,1481.959961,17710.070313,6465.5,10696.080078,7366.569824,527.859985,6495.109863,16928,1998.426025,16983.570313
2000-07-21,3908.75,1480.189941,17920.859375,6378.399902,10733.55957,7373.259766,522.700012,6464.120117,17318,1996.33606,16811.490234
2000-07-24,3790.620117,1464.290039,17659.689453,6381.299805,10685.120117,7328.310059,514.25,6502.569824,17386,1989.239014,16547.119141
2000-07-25,3865.389893,1474.469971,17375.339844,6390.700195,10699.969727,7329.040039,514.330017,6463.910156,17049,1996.577026,16573.589844
2000-07-26,3818.310059,1452.420044,17620.230469,6387.100098,10516.480469,7302.120117,513.809998,6493,17121,2012.31897,16502.609375
2000-07-27,3681.629883,1449.619995,17450.089844,6352.100098,10586.129883,7183.439941,501.609985,6511.529785,16949,2012.349976,16182.009766
2000-07-28,3477.310059,1419.890015,17183.929688,6335.700195,10511.169922,7128.299805,490.220001,6415.720215,16486,2012.792969,15838.570313
2000-07-31,3609.350098,1430.829956,16840.980469,6365.299805,10521.980469,7190.370117,500.640015,6542.490234,16455,2023.53894,15727.490234
2000-08-01,3521.149902,1438.099976,16897.449219,6379.399902,10606.950195,7145.529785,497.769989,6532.290039,16290,2028.151001,16099.669922
2000-08-02,3490.340088,1438.699951,17277.390625,6391.299805,10687.530273,7112.450195,500.220001,6529.910156,16314,2030.682983,16206.19043
2000-08-03,3623.5,1452.560059,17274.279297,6317.100098,10706.580078,7037.910156,499.450012,6354.930176,16721,2036.301025,15814.44043
2000-08-04,3618.629883,1462.930054,17425.699219,6363.5,10767.75,7016.589844,503.630005,6461.350098,16761,2026.360962,15667.360352
2000-08-07,3710.389893,1479.319946,17727.25,6387.799805,10867.009766,7113.220215,509.869995,6519.040039,16996,2039.418945,16002.709961
2000-08-08,3686.370117,1482.800049,17211.839844,6358.100098,10976.889648,7123.810059,508.720001,6532.439941,16885,2049.916016,15820.110352
2000-08-09,3693.040039,1472.869995,17181.990234,6414,10905.830078,7226.709961,507.5,6570.180176,16534,2061.179932,16034.599609
2000-08-10,3595.189941,1460.25,17333.210938,6387.299805,10908.759766,7280.970215,501.649994,6562.540039,16835,2065.943115,15975.650391
2000-08-11,3644.610107,1471.839966,17214.419922,6384.5,11027.799805,7322.97998,510.269989,6553,17395,2062.666016,16117.5
2000-08-14,3719.610107,1491.560059,16998.060547,6419.899902,11176.139648,7331.669922,514.47998,6609.359863,17811,2076.305908,16153.910156
2000-08-15,3722.620117,1484.430054,17463.529297,6475.5,11067,7307.430176,509.929993,6636.609863,17744,2076.822998,16298.290039
2000-08-16,3721.25,1479.849976,17734.150391,6532.100098,11008.389648,7315.27002,512.73999,6684.080078,17331,2083.467041,16356.030273
2000-08-17,3830.590088,1496.069946,17622.009766,6518.200195,11055.639648,7278.430176,516.460022,6635.339844,17703,2091.585938,16161.030273
2000-08-18,3807.51001,1491.719971,17440,6543.700195,11046.480469,7232.419922,515.51001,6594.350098,17314,2090.183105,16280.490234
2000-08-21,3827.620117,1499.47998,17501.480469,6542.200195,11079.80957,7199.339844,516.450012,6571.629883,17083,2108.689941,16040.179688
2000-08-22,3827.889893,1498.130005,17668.279297,6584.799805,11139.150391,7249.200195,517.460022,6513.709961,17224,2074.702881,16454.740234
2000-08-23,3896.919922,1505.969971,17427.400391,6566.200195,11144.650391,7232.779785,517.880005,6501.700195,17450,2057.918945,16436.650391
2000-08-24,3949.570068,1508.310059,17439.699219,6557,11182.740234,7230.259766,523.299988,6461.930176,17311,2071.160889,16670.820313
2000-08-25,3931.25,1506.449951,17236.740234,6563.700195,11192.629883,7307.169922,525.109985,6595.109863,17643,2086.702881,16911.330078
2000-08-29,3951.939941,1509.839966,17240.109375,6586.299805,11215.099609,7294.399902,529.630005,6633.990234,17355,2105.476074,17141.75
2000-08-30,3968.72998,1502.589966,17095.880859,6615.100098,11103.009766,7185.560059,532.330017,6634.620117,17414,2076.143066,16901.669922
2000-08-31,4077.590088,1517.680054,17097.509766,6672.700195,11215.099609,7216.450195,537.890015,6625.419922,17347,2021.198975,16861.259766
2000-09-01,4099.299805,1520.77002,17333.609375,6795,11238.780273,7344.669922,541.909973,6813.660156,17577,1999.859009,16739.779297
2000-09-05,3987.030029,1507.079956,17595.220703,6752.5,11260.610352,7395.069824,539.02002,6856.759766,17425,1963.791992,16452.269531
2000-09-06,3837.620117,1492.25,17605.230469,6694.700195,11310.639648,7333.02002,536.320007,6796.790039,17590,1925.906982,16399.869141
2000-09-08,3813.439941,1494.5,17275.449219,6600.700195,11220.650391,7267.77002,535.700012,6703.359863,17433,1959.312012,16501.550781
2000-09-11,3706.73999,1489.26001,17007.980469,6582,11195.490234,7214.450195,533.619995,6675.009766,17288,1972.042969,16130.900391
2000-09-12,3666.870117,1481.98999,16629.779297,6555.5,11233.230469,7135.75,532.429993,6697.799805,16883,1979.094971,16040.230469
2000-09-14,3737.419922,1480.869995,16395.429688,6555.5,11087.469727,7048.5,539.210022,6637.910156,16769,1979.505005,16213.280273
2000-09-18,3585.52002,1444.51001,15560.160156,6410.200195,10808.519531,6891.689941,516.679993,6522.379883,15913,1946.753052,16061.160156
2000-09-19,3756.399902,1459.900024,15677.200195,6403.5,10789.290039,6937.740234,523.309998,6529.950195,16188,1903.154053,16124.19043
2000-09-20,3790.449951,1451.339966,15665.620117,6279.899902,10687.919922,6765.22998,521.429993,6405.430176,16078,1922.28894,16458.310547
2000-09-21,3718.149902,1449.050049,15164.450195,6199.200195,10765.519531,6682.919922,514.359985,6254.77002,16146,1907.30603,16311.049805
2000-09-22,3701.179932,1448.719971,14612.879883,6205.899902,10847.370117,6740.25,518.820007,6258.580078,16353,1891.984009,15818.25
2000-09-25,3622.100098,1439.030029,15428.950195,6257.100098,10808.150391,6788.689941,515.380005,6336.279785,16319,1875.911011,15992.900391
2000-09-26,3582.590088,1427.209961,15290.849609,6213.200195,10631.320313,6765.040039,509.899994,6294.060059,16255,1887.828979,15928.620117
2000-09-27,3571.899902,1426.569946,15444.129883,6269.299805,10628.360352,6814.060059,508.130005,6319.790039,15848,1914.08606,15639.950195
2000-09-28,3725.149902,1458.290039,15415.75,6264.100098,10824.05957,6832.759766,523.73999,6311.029785,16014,1889.28894,15626.959961
2000-09-29,3570.610107,1436.51001,15648.980469,6294.200195,10650.919922,6798.120117,521.369995,6266.629883,15928,1910.161011,15747.259766
2000-10-10,3188.290039,1387.02002,15554.110352,6247.700195,10524.400391,6673.149902,481.630005,6143.299805,15747,1942.149048,15827.719727
2000-10-11,3100.530029,1364.589966,15127,6117.600098,10413.790039,6561.629883,474.73999,5956.120117,15526,1933.725952,15513.570313
2000-10-13,3277.77002,1374.170044,14680.5,6209.600098,10192.179688,6661.299805,480.390015,6064.209961,15385,1918.156982,15330.30957
2000-10-16,3249.459961,1374.619995,14973.400391,6285.700195,10238.799805,6627.25,481.75,6088.040039,15242,1902.80896,15512.320313
2000-10-17,3172.189941,1349.969971,14873.429688,6203.299805,10089.709961,6531.709961,470.880005,6067.149902,14870,1909.48999,15340.219727
2000-10-18,3139.310059,1342.130005,14458.519531,6148.200195,9975.019531,6483,466.209991,5937.350098,14421,1922.844971,14872.480469
2000-10-19,3402.949951,1388.76001,14422.519531,6218.899902,10142.980469,6619.430176,481.299988,6066.47998,14845,1913.420044,14811.080078
2000-10-20,3456.610107,1396.930054,15044.530273,6276.299805,10226.589844,6618.430176,487.450012,6149.439941,14529,1947.454956,15198.730469
2000-10-23,3422,1395.780029,15102.360352,6315.899902,10271.719727,6620.870117,489.959991,6182.339844,13990,1958.937988,15097.959961
2000-10-24,3353.26001,1398.130005,14925.929688,6438.399902,10393.070313,6802.810059,487.869995,6323.740234,13799,1956.343994,15148.19043
2000-10-25,3107.610107,1364.900024,15061.139648,6367.799805,10326.480469,6748.220215,475.209991,6277.899902,13665,1977.254028,14840.469727
2000-10-26,3167.139893,1364.439941,14996.240234,6302.299805,10380.120117,6767.899902,479.76001,6208.419922,14223,1967.672974,14858.429688
2000-10-27,3175.25,1379.579956,14902.459961,6366.600098,10590.620117,6924.680176,479.850006,6268.930176,14692,1967.405029,14582.200195
2000-10-30,3081.070068,1398.660034,14799.900391,6388.399902,10835.769531,6926.569824,482.720001,6296.839844,14891,1973.578003,14464.55957
2000-10-31,3282.300049,1429.400024,14895.339844,6438.399902,10971.139648,7077.439941,497.679993,6397.660156,14867,1961.286987,14539.599609
2000-11-01,3225.27002,1421.219971,15349.009766,6457.600098,10899.469727,7059.069824,495.179993,6409.049805,14791,1977.363037,14872.389648
2000-11-06,3290.469971,1432.189941,15671.150391,6431,10977.209961,7136.299805,503.959991,6352.240234,14801,1991.172974,15371.44043
2000-11-07,3279.570068,1431.869995,15820.790039,6466.899902,10952.179688,7076.279785,506.01001,6386.069824,14969,1997.077026,15340.330078
2000-11-08,3059.090088,1409.280029,15654.129883,6477.399902,10907.05957,7008.640137,500.679993,6336.029785,14656,2012.907959,15399.639648
2000-11-09,3057.060059,1400.140015,15504.799805,6442.200195,10834.25,6959.5,495.329987,6271.149902,14524,2032.482056,15060.049805
2000-11-10,2890.26001,1365.97998,15389.389648,6400.200195,10602.950195,6851.689941,480.899994,6147.490234,14626,2047.458008,14988.540039
2000-11-13,2836.620117,1351.26001,14815.69043,6274.799805,10517.25,6742.100098,476.549988,6037.72998,14372,2070.788086,14664.639648
2000-11-14,3039.5,1382.949951,15177.519531,6412.899902,10681.05957,6966.649902,486.910004,6225.97998,14540,2085.11792,14660.040039
2000-11-16,2925.159912,1372.319946,15298.349609,6430.399902,10656.030273,6842.109863,481.640015,6283.060059,14490,2095.983887,14587.030273
2000-11-17,2934.810059,1367.719971,15180.849609,6440.100098,10629.870117,6752.290039,482.609985,6161.919922,14323,2093.235107,14544.299805
2000-11-20,2792.409912,1342.619995,15346.660156,6345,10462.650391,6609.47998,470.23999,6021.790039,14500,2101.388916,14531.650391
2000-11-21,2786.530029,1347.349976,15188.299805,6382.200195,10494.5,6678.069824,466.790009,6081.02002,14784,2097.981934,14408.459961
2000-11-22,2668.25,1322.359985,14772.509766,6221.399902,10399.320313,6510.540039,457.899994,5944.700195,14577,2113.302979,14301.30957
2000-11-24,2830.090088,1341.77002,14376.900391,6327.600098,10470.230469,6664.180176,471.869995,6145.649902,14336,2053.370117,14315.349609
2000-11-27,2769.320068,1348.969971,14602.759766,6374.700195,10546.070313,6696.910156,471.700012,6171.330078,14008,2049.670898,14720.389648
2000-11-28,2621.110107,1336.089966,14566.219727,6249.799805,10507.580078,6625.560059,459.019989,6069.220215,13914,2079.395996,14658.870117
2000-11-29,2602.850098,1341.930054,14169.05957,6164.899902,10629.110352,6598.319824,454.600006,6060.649902,13788,2064.794922,14507.639648
2000-11-30,2506.540039,1314.949951,13984.389648,6142.200195,10414.490234,6372.330078,445.940002,5928.080078,13287,2070.613037,14648.509766
2000-12-01,2549.73999,1315.22998,14441.429688,6170.399902,10373.540039,6512.910156,456.839996,5928.5,13437,2081.843018,14835.330078
2000-12-04,2554.399902,1324.969971,14559.240234,6158.700195,10560.950195,6408.100098,450.390015,5791.509766,13510,2092.138916,14954.730469
2000-12-05,2852.870117,1376.540039,14573.209961,6299,10898.719727,6637.089844,471.170013,5994.890137,14182,2091.669922,14695.049805
2000-12-06,2743.699951,1351.459961,15098.950195,6273.299805,10664.379883,6622.25,463.540009,5985.240234,13945,2075.626953,14889.370117
2000-12-07,2719.909912,1343.550049,15011.519531,6231.399902,10617.360352,6566.080078,461.100006,5984.689941,14460,2075.043945,14720.360352
2000-12-08,2895.389893,1369.890015,15189.330078,6288.299805,10712.910156,6691.25,479.070007,5939.319824,14983,2073.163086,14696.509766
2000-12-11,2972.909912,1380.199951,15408.540039,6370.399902,10725.799805,6782.52002,487.230011,6077.879883,15188,2046.07605,15015.700195
2000-12-12,2863.209961,1371.180054,15329.599609,6390.399902,10768.269531,6733.589844,477.76001,6047.660156,14906,2059.052979,15114.639648
2000-12-13,2748.879883,1359.98999,15621.730469,6403,10794.44043,6620.209961,469.910004,5962.290039,15291,2056.120117,15168.679688
2000-12-14,2639.26001,1340.930054,15496.990234,6263.799805,10674.990234,6469.950195,461.820007,5905.649902,15259,2051.079102,14927.19043
2000-12-15,2543.090088,1312.150024,14975.530273,6175.799805,10434.959961,6331.299805,458.029999,5839.540039,14988,2039.364014,14552.290039
2000-12-18,2543.090088,1322.73999,15024.530273,6246.5,10645.419922,6390.25,463.25,5887.490234,15083,2044.545044,14483.900391
2000-12-19,2399.629883,1305.599976,15188.040039,6295,10584.370117,6479.279785,458.779999,5958.859863,15336,2049.031982,14132.370117
2000-12-20,2210.320068,1264.73999,14930.719727,6176.700195,10318.929688,6248.759766,443.799988,5766.299805,14622,2071.268066,13914.429688
2000-12-21,2224.840088,1274.859985,14659.320313,6115.5,10487.290039,6200.709961,447.029999,5758.919922,14505,2076.885986,13423.209961
